DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2010-0285-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Salabani village (Marigat area, Baringo district, Rift Valley province), Western province",,,No,No,No,,196100,Km2,1.5,36,,2010,5,8,2010,5,24,100,,70000,,70000,,,,,,,71.5635955751889,"[{""adm1_code"":51332,""adm1_name"":""Western""},{""adm2_code"":51377,""adm2_name"":""Baringo""}]",2010-07-15,2023-09-25
2010-0305-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Lictoria lake,,,No,No,No,,,,,,,2010,7,21,2010,7,21,11,,2,,2,,,,,,,71.5635955751889,,2010-07-26,2023-09-25
2010-0319-SDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SDN,Sudan,Northern Africa,Africa,Red Sea province,Heavy rains,,No,No,No,,100400,Km2,18.7,36.7,,2010,7,10,2010,7,15,33,,,10000,10000,,,,,,,71.5635955751889,"[{""adm1_code"":40772,""adm1_name"":""Red Sea""}]",2010-07-28,2023-09-25
2010-0358-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Albert lake,,,No,No,No,,,,,,,2010,8,1,2010,8,2,33,,17,,17,,,,,,,71.5635955751889,,2010-08-03,2023-09-25
2010-0374-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Victoria lake (Sengerema district),,,No,No,No,,,,,,,2010,8,5,2010,8,5,18,,19,,19,,,,,,,71.5635955751889,,2010-08-06,2023-09-25
2010-0450-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000170,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afar, Amhara, Tigray provinces",Heavy rains,,No,No,No,254,,Km2,,,,2010,8,22,2010,8,24,19,,25000,,25000,,,,,,,71.5635955751889,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1237,""adm1_name"":""Tigray""}]",2010-10-04,2023-09-25
2010-0476-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Near Alrader (White Nil state),,,No,No,No,,,,,,,2010,9,16,2010,9,16,37,26,,,26,,,,,,,71.5635955751889,,2010-09-16,2023-09-25
2010-0486-SDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SDN,Sudan,Northern Africa,Africa,White Nil,,,No,No,No,,,,,,,2010,9,18,2010,9,18,13,,9,,9,,,,,,,71.5635955751889,,2010-09-20,2023-09-25
2010-0499-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Near Amrhad village (Near El-Obeid),,,No,No,No,,,,,,,2010,9,22,2010,9,22,16,63,,,63,,,,,,,71.5635955751889,,2010-09-23,2023-09-25
2010-0560-UGA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,UGA,Uganda,Sub-Saharan Africa,Africa,Nwoya,,,No,No,No,,,,,,,2010,10,24,2010,10,24,21,,,,,,,,,,,71.5635955751889,,2010-11-05,2023-09-25
2010-0567-BDI,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,BDI,Burundi,Sub-Saharan Africa,Africa,Rumonge district (Bururi province),,,No,No,No,,,Kph,,,,2010,10,8,2010,10,8,9,,,1500,1500,,,,,,,71.5635955751889,"[{""adm2_code"":40596,""adm2_name"":""Rumonge""}]",2010-11-08,2023-09-25
2010-0569-RWA,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Cassitérite mine,RWA,Rwanda,Sub-Saharan Africa,Africa,Rwamagana district,,,No,No,No,,,m3,,,,2010,10,30,2010,10,30,11,,,,,,,,,,,71.5635955751889,,2010-11-08,2023-09-25
2010-0579-SDN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000139,,SDN,Sudan,Northern Africa,Africa,"Nile, Gadaref, White Nile, Northern Kordofan, Sennar provinces",,,No,No,No,,,Km2,,,,2010,7,1,2010,10,7,3,12,16350,,16362,,,,,,,71.5635955751889,"[{""adm1_code"":2761,""adm1_name"":""Nile""},{""adm1_code"":2762,""adm1_name"":""Sennar""},{""adm1_code"":2770,""adm1_name"":""White Nile""},{""adm1_code"":68784,""adm1_name"":""Northern Kordofan""},{""adm1_code"":68805,""adm1_name"":""Gadaref""}]",2011-03-17,2023-09-25
2010-0579-SSD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2010-000139,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Jonglei, El Buheyrat, Warab, Northern Bahr El Ghazal, Unity, Central Equatorial, Upper Nile provinces",,,No,No,No,,,Km2,,,,2010,7,1,2010,10,7,,,,,,,,,,,,71.5635955751889,"[{""adm1_code"":2746,""adm1_name"":""El Buheyrat""},{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2748,""adm1_name"":""Central Equatoria""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":2765,""adm1_name"":""Warab""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2016-05-10,2023-09-25
2010-0622-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,South of Khartoum,,,No,No,No,,,,,,,2010,12,4,2010,12,4,19,15,,,15,,,,,,,71.5635955751889,,2010-12-06,2023-09-25
2010-0670-UGA,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2010-000260,Yellow Fever,UGA,Uganda,Sub-Saharan Africa,Africa,"Abim, Agago, Kitgum, Gulu, Arua, Lira, Kaabong, Kotido",,,No,No,No,,,Vaccinated,,,,2010,11,16,2010,12,29,48,,190,,190,,,,,,,71.5635955751889,,2011-01-17,2023-09-25
2010-0700-KEN,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,GLIDE:EP-2010-000263,Measles,KEN,Kenya,Sub-Saharan Africa,Africa,"Rift valley, Coast and NortthEsatern provinces",,,No,No,No,,,Vaccinated,,,,2010,12,27,2011,4,14,11,,1046,,1046,,,,,,,71.5635955751889,,2011-11-08,2023-09-25
2010-0703-SSD,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SSD,South Sudan,Sub-Saharan Africa,Africa,"Jonglei, Upper Nile, Unity, Northern Bahr El Ghazal provinces",Rainfall,,Yes,No,No,,,Km2,,,,2010,8,,2010,8,,,,290000,,290000,,,,,,,71.5635955751889,"[{""adm1_code"":2747,""adm1_name"":""Unity""},{""adm1_code"":2751,""adm1_name"":""Jonglei""},{""adm1_code"":2754,""adm1_name"":""Northern Bahr El Ghazal""},{""adm1_code"":37021,""adm1_name"":""Upper Nile""}]",2014-05-12,2023-09-25
2010-9082-BDI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,BDI,Burundi,Sub-Saharan Africa,Africa,"Kayanza, Ngozi provinces (North region), Cankuzo, Kirundo, Muyinga provinces (North-Eastern region), Bururi, Makamba, Rutana provinces (Southern region)",Rainfall deficit in October December 2010,,No,No,No,,,Km2,,,,2011,,,2011,,,,,,,,,,,,,,73.822750859736,"[{""adm1_code"":40545,""adm1_name"":""Bururi""},{""adm1_code"":40546,""adm1_name"":""Cankuzo""},{""adm1_code"":40550,""adm1_name"":""Kayanza""},{""adm1_code"":40551,""adm1_name"":""Kirundo""},{""adm1_code"":40552,""adm1_name"":""Makamba""},{""adm1_code"":40554,""adm1_name"":""Muyinga""},{""adm1_code"":40556,""adm1_name"":""Ngozi""},{""adm1_code"":40557,""adm1_name"":""Rutana""}]",2014-07-28,2023-09-25
2010-9082-DJI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,DJI,Djibouti,Sub-Saharan Africa,Africa,"Ali Sabieh district (Ali Sabieh province), Dikhil, Yoboki districts (Dikhil province), Alaili Dadda, Obock districts (Obock province), Balha, Dorra districts (Tadjourah province)",,,No,No,No,,,Km2,,,,2010,11,,2011,7,,,,200258,,200258,,,,,,,71.5635955751889,"[{""adm2_code"":15272,""adm2_name"":""Ali Sabieh""},{""adm2_code"":15274,""adm2_name"":""Dikhil""},{""adm2_code"":15275,""adm2_name"":""Yoboki""},{""adm2_code"":15277,""adm2_name"":""Alaili Dadda""},{""adm2_code"":15278,""adm2_name"":""Obock""},{""adm2_code"":15279,""adm2_name"":""Balha""},{""adm2_code"":15280,""adm2_name"":""Dorra""}]",2012-04-10,2023-09-25
2010-9082-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Somali, Oromia, Afar, Tigray, Amhara provinces",La Nina,,Yes,No,No,,,Km2,,,,2011,1,,2012,1,,,,4805679,,4805679,,,,,,,73.822750859736,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":1229,""adm1_name"":""Amhara""},{""adm1_code"":1237,""adm1_name"":""Tigray""},{""adm1_code"":47678,""adm1_name"":""Oromia""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2014-07-28,2023-09-25
2010-9082-KEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,KEN,Kenya,Sub-Saharan Africa,Africa,"Marsabit, Isiolo, Moyale districts (Eastern province); Mandera, Wajir, Ijara, Garissa (North Eastern province); West Pokot, Turkana, Samburu district (Rift Valley Province); Tana River, Lamu, Kwale (Coast province)",La Nina,Famine,Yes,No,No,,,Km2,,,,2011,1,,2011,1,,,,4300000,,4300000,,,,,,,73.822750859736,"[{""adm2_code"":51341,""adm2_name"":""Kwale""},{""adm2_code"":51342,""adm2_name"":""Lamu""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51362,""adm2_name"":""Ijara""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""},{""adm2_code"":51394,""adm2_name"":""West Pokot""}]",2014-07-28,2023-09-25
2010-9082-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,SOM,Somalia,Sub-Saharan Africa,Africa,"Bakool, Shabelle Hoose, Shabelle Dhexe, Bay, Galgaduud, Gedo, Hiraan, Juba Dhexe, Juba Hoose, Mudug, Sanaag, Sool, Togdheer, Woqooyi Galbeed, Awdal, Bari, Nugaal province",Failure of Gu and Deyr rain y seasons in 2009,Famine,No,Yes,Yes,,,Km2,,,,2010,2,,2011,11,,20000,,4000000,,4000000,,,,,,,71.5635955751889,"[{""adm1_code"":2688,""adm1_name"":""Awdal""},{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2690,""adm1_name"":""Bari""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2693,""adm1_name"":""Galgaduud""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2695,""adm1_name"":""Hiraan""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2697,""adm1_name"":""Shabelle Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""},{""adm1_code"":2699,""adm1_name"":""Shabelle Dhexe""},{""adm1_code"":2700,""adm1_name"":""Mudug""},{""adm1_code"":2701,""adm1_name"":""Nugaal""},{""adm1_code"":2702,""adm1_name"":""Sanaag""},{""adm1_code"":2703,""adm1_name"":""Sool""},{""adm1_code"":2704,""adm1_name"":""Togdheer""},{""adm1_code"":2705,""adm1_name"":""Woqooyi Galbeed""}]",2014-07-22,2023-09-25
2010-9082-UGA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,GLIDE:DR-2011-000029,,UGA,Uganda,Sub-Saharan Africa,Africa,"Kaabong, Kotido, Abim, Moroto, Nakapiripirit provinces (Karamoja region)",,,No,No,No,,,Km2,,,,2011,3,,2011,,,,,669000,,669000,,,,,,,73.822750859736,"[{""adm1_code"":743,""adm1_name"":""Abim""},{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm1_code"":773,""adm1_name"":""Nakapiripirit""},{""adm1_code"":47074,""adm1_name"":""Kaabong""}]",2011-06-14,2023-09-25
2011-0062-TZA,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),GLIDE:OT-2011-000026,"Amunitions depot, government storage facility",TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Gongo la Mboto (Dar-es-Salaam),,,Yes,No,No,,,,,,,2011,2,16,2011,2,17,27,500,1000,,1500,,,,,,,73.822750859736,,2014-07-28,2023-09-25
2011-0065-BDI,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,BDI,Burundi,Sub-Saharan Africa,Africa,Nyabikere district (Karuzi province),,,No,No,No,,,Kph,,,,2011,2,16,2011,2,16,12,50,,,50,,,,,,,73.822750859736,"[{""adm2_code"":40627,""adm2_name"":""Nyabikere""}]",2011-03-07,2023-09-25
2011-0103-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:2011-000030,Slum,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi's Mukuru Fuata Nyayo slum,,,No,No,No,,,,,,,2011,2,28,2011,2,28,1,,,8969,8969,,,,,,,73.822750859736,,2011-08-03,2023-09-25
2011-0155-RWA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,RWA,Rwanda,Sub-Saharan Africa,Africa,Near Kigali,,,No,No,No,,,,,,,2011,5,7,2011,5,7,16,3,,,3,,,,,,,73.822750859736,,2011-05-13,2023-09-25
2011-0168-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,North,,,No,No,No,,,,,,,2011,5,17,2011,5,17,15,58,,,58,,,,,,,73.822750859736,,2011-05-24,2023-09-25
2011-0180-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000037,,BDI,Burundi,Sub-Saharan Africa,Africa,"Ngagara, Cibitoke, Kinama districts (Bujumbura Mairie province)",Heavy rains,,No,No,No,,,Km2,,,,2011,3,20,2011,4,3,,,685,,685,,,,,,,73.822750859736,"[{""adm2_code"":40568,""adm2_name"":""Cibitoke""},{""adm2_code"":40572,""adm2_name"":""Kinama""},{""adm2_code"":40575,""adm2_name"":""Ngagara""}]",2011-05-24,2023-09-25
2011-0183-RWA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,RWA,Rwanda,Sub-Saharan Africa,Africa,"Gisagara (South/Amajyepfo province), Rwamagana (East/Iburasirazuba province), Musanze (North/Amajyaruguru province), Nyabihu district (West/Iburengerazuba province)",,"Rain|Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2011,4,25,2011,5,5,14,20,3588,,3608,,,,,,,73.822750859736,"[{""adm2_code"":22003,""adm2_name"":""Rwamagana""},{""adm2_code"":21988,""adm2_name"":""Musanze""},{""adm2_code"":21980,""adm2_name"":""Gisagara""},{""adm2_code"":21991,""adm2_name"":""Nyabihu""}]",2011-11-08,2023-09-25
2011-0224-KEN,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Building,KEN,Kenya,Sub-Saharan Africa,Africa,Embakassi (Nairobi),,,No,No,No,,,m3,,,,2011,6,14,2011,6,14,16,,,,,,,,,,,73.822750859736,,2011-07-29,2023-09-25
2011-0238-UGA,No,nat-met-sto-lig,Natural,Meteorological,Storm,Lightning/Thunderstorms,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Runyanya area (Kibanda district, Kiryandongo province)",,,No,No,No,,,Kph,,,,2011,6,28,2011,6,28,23,47,,,47,,,,,,,73.822750859736,"[{""adm2_code"":28475,""adm2_name"":""Kibanda""}]",2011-07-29,2023-09-25
2011-0240-RWA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,RWA,Rwanda,Sub-Saharan Africa,Africa,Ngororero,,,No,No,No,,,,,,,2011,7,1,2011,7,1,11,,,,,,,,,,,73.822750859736,,2011-07-29,2023-09-25
2011-0245-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,Albert Lake,,,No,No,No,,,,,,,2011,7,5,2011,7,5,19,,,,,,,,,,,73.822750859736,,2011-07-29,2023-09-25
2011-0269-SDN,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SDN,Sudan,Northern Africa,Africa,Red Sea,,,No,No,No,,,,,,,2011,7,5,2011,7,5,187,,,,,,,,,,,73.822750859736,,2011-08-02,2023-09-25
2011-0280-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:2011-000030,,KEN,Kenya,Sub-Saharan Africa,Africa,Line Saba (Kibera),,,No,No,No,,,,,,,2011,2,10,2011,2,10,,,,445,445,,,,,,,73.822750859736,,2011-08-03,2023-09-25
2011-0281-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:2011-000030,,KEN,Kenya,Sub-Saharan Africa,Africa,Katuekera Olympic (Kibera),,,No,No,No,,,,,,,2011,2,8,2011,2,8,,,410,,410,,,,,,,73.822750859736,,2011-08-03,2023-09-25
2011-0282-KEN,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),GLIDE:2011-000030,,KEN,Kenya,Sub-Saharan Africa,Africa,Suswa deep Sea village (Parklands),,,No,No,No,,,,,,,2011,3,8,2011,3,8,1,37,6215,,6252,,,,,,,73.822750859736,,2011-08-03,2023-09-25
2011-0285-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Abuja,,,No,No,No,,,,,,,2011,8,2,2011,8,2,13,,,,,,,,,,,73.822750859736,,2011-08-03,2023-09-25
2011-0322-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Mbooni,,,No,No,No,,,,,,,2011,8,21,2011,8,21,23,15,,,15,,,,,,,73.822750859736,,2011-08-22,2023-09-25
2011-0354-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,Ferry Spicy Islander,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Zanzibar,,,No,No,No,,,,,,,2011,9,9,2011,9,10,220,,619,,619,,,,,,,73.822750859736,,2011-11-14,2023-09-25
2011-0357-BDI,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,BDI,Burundi,Sub-Saharan Africa,Africa,"Nyanza Lac (Makamba province); Rumonge (Bururi province); Citiboke, Bujumbura town, Bujumbura Rural provinces; Bubanza, Makamba",,,No,No,No,,,,,,,2011,8,5,2011,9,14,12,,600,,600,,,,,,,73.822750859736,,2012-04-20,2023-09-25
2011-0369-KEN,No,tec-ind-exp-exp,Technological,Industrial accident,Explosion (Industrial),Explosion (Industrial),,OIl pipeline,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,,,Yes,No,No,,,m3,,,,2011,9,13,2011,9,13,119,100,,,100,,,,,,,73.822750859736,,2014-07-28,2023-09-25
2011-0376-UGA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000132,,UGA,Uganda,Sub-Saharan Africa,Africa,"Bulambuli, Sironko, Kween, Mbale, Butaleja, Masaka, Buhweju, Mitooma, Mpigi, Kasese, Rukungiri, Lwengo, Kampala provinces",Heavy rains,"Slide (land, mud, snow, rock)",Yes,No,No,87,37846,Km2,1.664,33.67,,2011,8,20,2011,9,8,27,,63075,,63075,,,,,,,73.822750859736,"[{""adm1_code"":752,""adm1_name"":""Bulambuli""},{""adm1_code"":766,""adm1_name"":""Kween""},{""adm1_code"":770,""adm1_name"":""Masaka""},{""adm1_code"":778,""adm1_name"":""Buhweju""},{""adm1_code"":785,""adm1_name"":""Sironko""},{""adm1_code"":1360,""adm1_name"":""Mitooma""},{""adm1_code"":1363,""adm1_name"":""Mpigi""},{""adm1_code"":1366,""adm1_name"":""Lwengo""},{""adm1_code"":3121,""adm1_name"":""Kasese""},{""adm1_code"":42182,""adm1_name"":""Kampala""},{""adm1_code"":42197,""adm1_name"":""Rukungiri""},{""adm1_code"":47071,""adm1_name"":""Butaleja""},{""adm1_code"":47085,""adm1_name"":""Mbale""}]",2014-07-28,2023-09-25
2011-0423-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Kisumu town (Kisimu district, Nyanza province), Turkana district (Rift Valley province)",Heavy rains,,No,No,No,,20554,Km2,0.1257,35.57,,2011,8,15,2011,9,8,8,,4000,,4000,,,,,,,73.822750859736,"[{""adm2_code"":51369,""adm2_name"":""Kisumu""},{""adm2_code"":51392,""adm2_name"":""Turkana""}]",2011-11-07,2023-09-25
2011-0437-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Near Karthoum,,,No,No,No,,,,,,,2011,11,3,2011,11,3,15,1,,,1,,,,,,,73.822750859736,,2011-11-08,2023-09-25
2011-0438-SDN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,SDN,Sudan,Northern Africa,Africa,Near Khartoum,,,No,No,No,,,,,,,2011,9,,2011,9,,37,26,,,26,,,,,,,73.822750859736,,2011-11-08,2023-09-25
2011-0452-TZA,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Kibaha district,,,No,No,No,,,,,,,2011,10,25,2011,10,25,20,,,,,,,,,,,73.822750859736,,2011-11-09,2023-09-25
2011-0476-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Dadaab village (Garissa district, North Eastern province)",Heavy rains,,No,No,No,,,Km2,,,,2011,11,4,2011,11,4,,,,5000,5000,,,,,,,73.822750859736,"[{""adm2_code"":51361,""adm2_name"":""Garissa""}]",2011-11-22,2023-09-25
2011-0476-SOM,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Mogadishu city (Banadir district, Banadir province)",Heavy rains,,No,No,No,,,Km2,,,,2011,11,4,2011,11,4,,,2800,,2800,,,,,,,73.822750859736,"[{""adm2_code"":25672,""adm2_name"":""Banadir""}]",2011-11-22,2023-09-25
2011-0504-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000184,,KEN,Kenya,Sub-Saharan Africa,Africa,"Busia, Kakamega districts (Western province), Siaya, Kisumu, Rachuonyo, Central Kisii districts (Nyanza province), Tana River district (Coast province), Baringo, Keiyo, West Pokot, Samburu, Marakwet districts (Rift Valley province), Moyale, Marsabit, Isiolo districts (Eastern province), Wajir district (North Eastern province), Muranga district (Central province)",Heavy raisn and storms,,No,No,No,,9789,Km2,0.385,36.12,,2011,11,29,2011,12,22,25,,91692,,91692,,,,,,,73.822750859736,"[{""adm2_code"":51336,""adm2_name"":""Muranga""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51366,""adm2_name"":""Central Kisii""},{""adm2_code"":51369,""adm2_name"":""Kisumu""},{""adm2_code"":51374,""adm2_name"":""Rachuonyo""},{""adm2_code"":51375,""adm2_name"":""Siaya""},{""adm2_code"":51377,""adm2_name"":""Baringo""},{""adm2_code"":51381,""adm2_name"":""Keiyo""},{""adm2_code"":51385,""adm2_name"":""Marakwet""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51394,""adm2_name"":""West Pokot""},{""adm2_code"":51396,""adm2_name"":""Busia""},{""adm2_code"":51398,""adm2_name"":""Kakamega""}]",2012-01-05,2023-09-25
2011-0535-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,GLIDE:FL-2011-000200,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kigogo, Mwananyamala, Tandale, Ubungo boroughs (Kinondoni district, Dar-es-salaam province), Tabata borough (Ilala district, Dar-es-salaam province)",Heavy rains,,No,No,No,,5900,Km2,-6.917,39.04,Msimbazi,2011,12,20,2011,12,22,20,200,50000,,50200,,,,,,,73.822750859736,"[{""adm2_code"":48388,""adm2_name"":""Ilala""},{""adm2_code"":48389,""adm2_name"":""Kinondoni""}]",2012-01-05,2023-09-25
2011-0617-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Tanga, Morogoro provinces",,,No,No,No,,137262,Km2,-6.647,37.56,,2011,4,9,2011,5,19,8,,9000,,9000,,,,,,,73.822750859736,"[{""adm1_code"":48368,""adm1_name"":""Morogoro""},{""adm1_code"":48381,""adm1_name"":""Tanga""}]",2012-01-09,2023-09-25
2011-0631-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Mustahil, Kelafo villages (Shabelle district, Somali province)",,,No,No,No,,,Km2,,,,2011,11,7,2011,11,15,,,40200,,40200,,,,,,,73.822750859736,"[{""adm2_code"":40844,""adm2_name"":""Shabelle""}]",2012-03-15,2023-09-25
2011-0634-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Kilimanjaro, Mbeya provinces",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2011,12,4,2011,12,4,9,,,6776,6776,,,,,,,73.822750859736,"[{""adm1_code"":48363,""adm1_name"":""Kilimanjaro""},{""adm1_code"":48367,""adm1_name"":""Mbeya""}]",2012-03-28,2023-09-25
